2;0.346574
3;0.732408
5;0.965663
7;1.111949
11;1.089952
13;1.183823
17;1.166617
19;1.239764
23;1.226933
29;1.161136
31;1.218512
37;1.171109
41;1.177474
43;1.224577
47;1.228771
53;1.198579
59;1.174884
61;1.213045
67;1.192376
71;1.200755
73;1.234242
79;1.216808
83;1.224498
89;1.210419
97;1.179049
101;1.188051
103;1.214929
107;1.222796
109;1.248157
113;1.255059
127;1.182439
131;1.190888
137;1.185105
139;1.206994
149;1.175424
151;1.196173
157;1.191599
163;1.187500
167;1.195220
173;1.191513
179;1.188172
181;1.206281
191;1.182449
193;1.199784
197;1.206823
199;1.223578
211;1.192120
223;1.163876
227;1.171024
229;1.186402
233;1.193146
239;1.191532
241;1.206200
251;1.188743
257;1.187545
263;1.186466
269;1.185496
271;1.198977
277;1.197895
281;1.203919
283;1.216863
293;1.201948
307;1.175216
311;1.181179
313;1.193301
317;1.199014
331;1.174447
337;1.174379
347;1.163122
349;1.174370
353;1.179941
359;1.179942
367;1.174636
373;1.174790
379;1.174974
383;1.180289
389;1.180451
397;1.175685
401;1.180855
409;1.176277
419;1.167226
421;1.176950
431;1.168183
433;1.177695
439;1.178092
443;1.182950
449;1.183321
457;1.179370
461;1.184105
463;1.193079
467;1.197679
479;1.185379
487;1.181742
491;1.186285
499;1.182761
503;1.187230
509;1.187716
521;1.176705
523;1.184892
541;1.163294
547;1.164076
557;1.157813
563;1.158664
569;1.159514
571;1.167208
577;1.167992
587;1.162057
593;1.162902
599;1.163745
601;1.171124
607;1.171906
613;1.172687
617;1.176678
619;1.183851
631;1.175024
641;1.169597
643;1.176577
647;1.180428
653;1.181176
659;1.181922
661;1.188720
673;1.180435
677;1.184156
683;1.184898
691;1.182732
701;1.177769
709;1.175754
719;1.171024
727;1.169149
733;1.170026
739;1.170899
743;1.174444
751;1.172632
757;1.173494
761;1.176972
769;1.175205
773;1.178639
787;1.169270
797;1.165168
809;1.158729
811;1.164557
821;1.160651
823;1.166407
827;1.169727
829;1.175431
839;1.171517
853;1.163034
857;1.166288
859;1.171839
863;1.175043
877;1.166765
881;1.169944
883;1.175367
887;1.178498
907;1.163806
911;1.166925
919;1.165676
929;1.162313
937;1.161138
941;1.164199
947;1.165133
953;1.166063
967;1.158733
971;1.161736
977;1.162682
983;1.163623
991;1.162548
997;1.163489
1009;1.158498
1013;1.161416
1019;1.162360
1021;1.167197
1031;1.164232
1033;1.169021
1039;1.169925
1049;1.167001
1051;1.171719
1061;1.168822
1063;1.173494
1069;1.174374
1087;1.164124
1091;1.166877
1093;1.171448
1097;1.174167
1103;1.175042
1109;1.175911
1117;1.174970
1123;1.175839
1129;1.176703
1151;1.163504
1153;1.167887
1163;1.165332
1171;1.164529
1181;1.162048
1187;1.162966
1193;1.163880
1201;1.163122
1213;1.159084
1217;1.161647
1223;1.162561
1229;1.163470
1231;1.167626
1237;1.168513
1249;1.164564
1259;1.162276
1277;1.153772
1279;1.157814
1283;1.160286
1289;1.161194
1291;1.165195
1297;1.166082
1301;1.168508
1303;1.172468
1307;1.174870
1319;1.171111
1321;1.175024
1327;1.175868
1361;1.155828
1367;1.156739
1373;1.157644
1381;1.157100
1399;1.149435
1409;1.147546
1423;1.142907
1427;1.145234
1429;1.148936
1433;1.151241
1439;1.152153
1447;1.151686
1451;1.153964
1453;1.157605
1459;1.158490
1471;1.155290
1481;1.153485
1483;1.157066
1487;1.159291
1489;1.162853
1493;1.165059
1499;1.165911
1511;1.162757
1523;1.159654
1531;1.159209
1543;1.156177
1549;1.157049
1553;1.159206
1559;1.160066
1567;1.159642
1571;1.161775
1579;1.161350
1583;1.163468
1597;1.159265
1601;1.161370
1607;1.162214
1609;1.165553
1613;1.167633
1619;1.168455
1621;1.171768
1627;1.172575
1637;1.170898
1657;1.163137
1663;1.163966
1667;1.165999
1669;1.169236
1693;1.159270
1697;1.161287
1699;1.164481
1709;1.162936
1721;1.160242
1723;1.163401
1733;1.161890
1741;1.161551
1747;1.162369
1753;1.163183
1759;1.163994
1777;1.157984
1783;1.158806
1787;1.160748
1789;1.163810
1801;1.161250
1811;1.159833
1823;1.157331
1831;1.157050
1847;1.152427
1861;1.148952
1867;1.149783
1871;1.151678
1873;1.154634
1877;1.156516
1879;1.159460
1889;1.158127
1901;1.155755
1907;1.156560
1913;1.157362
1931;1.151913
1933;1.154793
1949;1.150447
1951;1.153306
1973;1.145980
1979;1.146798
1987;1.146610
1993;1.147424
1997;1.149233
1999;1.152037
2003;1.153834
2011;1.153629
2017;1.154421
2027;1.153228
2029;1.155994
2039;1.154804
2053;1.151675
2063;1.150522
2069;1.151312
2081;1.149211
2083;1.151921
2087;1.153664
2089;1.156363
2099;1.155218
2111;1.153133
2113;1.155807
2129;1.151851
2131;1.154507
2137;1.155276
2141;1.156981
2143;1.159621
2153;1.158500
2161;1.158322
2179;1.153522
2203;1.146076
2207;1.147757
2213;1.148529
